Territorial,Tipo Estudio,Expediente,Estado,Naturaleza,Clase de empresa,Municipio,Nombre proyecto,Resolución,Descriptor,Fecha resolución
Hevéxicos,Recursos naturales,HX2-2018-31,Archivado,Natural,-No aplica-,Caicedo,PCH LA ANOCOZCA,160HX-RES1809-5364,Por la cual se niega un permiso para el estudio de recursos naturales,09/28/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-10,Archivado,Natural,-No aplica-,Angostura,CHOCHO RIO,160TH-RES1706-2946,Por la cual se resuelve un recurso de reposición,06/13/2017 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-8,Activo,Jurídica,Privada,Yarumal,GENERACIÓN DE ENERGÍA ELÈCTRICA APARTIR DEL CAUDAL DE LA QUEBRADA EL ROSARIO,130TH-7642,Por la cual se otorga un permiso de estudio,04/23/2010 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-8,Activo,Jurídica,Privada,Yarumal,GENERACIÓN DE ENERGÍA ELÈCTRICA APARTIR DEL CAUDAL DE LA QUEBRADA EL ROSARIO,130TH-7642,Por la cual se otorga un permiso de estudio,04/23/2010 12:00:00 AM
Panzenú,Recursos naturales,TH2-2008-2,Activo,Jurídica,Privada,Valdivia,Generación de Energía Eléctrica a partir del Caudal de la Quebrada Valdivia,130TH-7385,Por la cual se adopta una decisión,11/04/2009 12:00:00 AM
Panzenú,Recursos naturales,TH2-2008-2,Activo,Jurídica,Privada,Valdivia,Generación de Energía Eléctrica a partir del Caudal de la Quebrada Valdivia,130TH-7385,Por la cual se adopta una decisión,11/04/2009 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2015-6,Archivado,Jurídica,Pública,Angostura,PROYECTO HIDROELECTRICO PAJARITO,160TH-RES1809-5262,Por la cual se termina anticipadamente un trámite o permiso,09/26/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2011-12,Archivado,Jurídica,Pública,Medellín,"EXPLORACION, INVENTARIOFLORÍSTICO Y CATALOGO ILUSTRADO DE LA FLORA DEL PARQUE ARVÍ Y LA RESERVA AROVA",160-1510-21423,Por la cual se archiva un expediente,10/16/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-2,Archivado,Jurídica,Privada,Nechí,INVESTIGACIÓN BIOLOGICA PARA PERMISO DE APROVECHAMIENTO FORESTAL,040-1203-16782,Por la cual se niega un permiso de estudio de investigación cientifica en diversidad biologica,03/28/2012 12:00:00 AM
Citará,Recursos naturales,CI2-2009-2,Archivado,Natural,-No aplica-,Concordia,ESTUDIO DE FACTIBILIDAD PARA EL POTENCIAL ENERGETICO DE LA CUENCA MAGALLO,130CI-6426,Por la cual se niega un permiso de estudio,05/28/2010 12:00:00 AM
Citará,Recursos naturales,CI2-2018-28,Archivado,Jurídica,Privada,Jardín,PCH LAS CASITAS,160CI-RES1901-440,Por la cual se archiva un expediente,01/31/2019 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-34,Activo,Jurídica,Privada,Yarumal,PEQUEÑA CENTRAL HIDROELÉCTRICA CAÑADUZAL,160-RES1703-1404,Por la cual se adopta una decisión,03/21/2017 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-3,Archivado,Jurídica,Privada,Santa Rosa De Osos,ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO TITULO  MINERO 7560 EN LA ZONA RURAL DEL MUNICIPIO,040-1305-18208,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,05/31/2013 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2016-7,Archivado,Jurídica,Privada,Angostura,PERMISO DE ESTUDIO CUENCA DEL RIO TENCHE,160TH-RES1702-989,Por la cual se inadmite una solicitud,02/27/2017 12:00:00 AM
Hevéxicos,Recursos naturales,HX2-2014-2,Archivado,Jurídica,Privada,Buriticá,PROYECTO HIDROELECTRICO PCH,160HX-RES1805-2985,Por la cual se termina anticipadamente un trámite o permiso,05/31/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-7,Activo,Jurídica,Privada,Cisneros,MICRO CENTRAL DE ENERGIA CANTAYUS,160-RES2112-9398,Por la cual se adopta una decisión,12/30/2021 12:00:00 AM
Cartama,Recursos naturales,CA2-2014-2,Archivado,Jurídica,Privada,Montebello,EVALUACIÓN DEL POTENCIAL HIDROELÉCTRICO DEL RÍO LA MIEL,130CA-1409-8742,Por la cual se adopta una decisión,09/18/2014 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-7,Archivado,Jurídica,Privada,Amalfi,HIDROTIGRE -QUEBRADA CARACOLÍ,130ZF-1409-6717,Por la cual se archiva un expediente,09/12/2014 12:00:00 AM
Citará,Recursos naturales,CI2-2020-2,Activo,Jurídica,Privada,Hispania,Permiso de estudio de recursos naturales para aprovechamiento hídrico del Río Pedral-Proyecto Santa Isabel,160CI-RES2006-3464,Por la cual se otorga un permiso para el estudio de recursos naturales,06/24/2020 12:00:00 AM
Citará,Recursos naturales,CI2-2012-5,Archivado,Jurídica,Privada,Jardín,proyecto hidroelectrico pch LA JOYA,130CI-1210-9073,Por la cual se otorga un permiso para el estudio de recursos naturales,10/23/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2013-4,Archivado,Jurídica,Privada,Titiribí,ACTUALIZACION DEL ESTATUS DE CONOCIMIENTO E INVENTARIO DE FAUNA Y FLORA EN LOS TITULOS MINEROS PROPIEDAD DE SUNWARD RESOURCES,040-1308-18475,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,08/01/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-15,Archivado,Jurídica,Pública,Heliconia,"DIAGNÓSTICO, FORMULACIÓN Y ACTUALIZACIÓN DEL COMPONENTE FLORA Y FAUNA PARA EL PLAN DE MANEJO AMBIENTAL EN EL GUACAL",160-1409-19948,Por la cual se niega un permiso de estudio de investigación cientifica en diversidad biologica,09/17/2014 12:00:00 AM
Citará,Recursos naturales,CI2-2013-2,Archivado,Natural,-No aplica-,Ciudad Bolívar,PCH BOLIVAR,130CI-1306-9770,Por la cual se otorga un plazo adicional,06/11/2013 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2016-5,Activo,Jurídica,Privada,San Andrés De Cuerquia,Pequeña Central Hidroeléctrica Peñolcito,160TH-1610-12893,Por la cual se inadmite una solicitud,10/20/2016 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2014-5,Archivado,Jurídica,Privada,Ituango,PEQUEÑA CENTRAL HIDROELÉCTRICA BAJO INGLES,160TH-1601-12444,Por la cual se otorga un permiso para el estudio de recursos naturales,01/19/2016 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-17,Archivado,Jurídica,Privada,Vegachí,colombia hidroelectrica,130ZF-1210-5476,Por la cual se adopta una decisión,10/18/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2024-9,Activo,Jurídica,Privada,Medellín,"Elaborar la etiqueta que acompañará el ejemplar, anotando la especie (si es posible), localidad geográfica más exacta y específica, fecha completa, colector, hábitat, peso, colores.",160-RES2501-25,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,01/07/2025 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-2,Archivado,Jurídica,Privada,Yalí,HIDROELECTRICO LA PERLA,130ZF-1210-5460,Por la cual se adopta una decisión,10/11/2012 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-2,Archivado,Jurídica,Privada,Yalí,HIDROELECTRICO LA PERLA,130ZF-1210-5460,Por la cual se adopta una decisión,10/11/2012 12:00:00 AM
Citará,Recursos naturales,CI2-2014-2,Archivado,Jurídica,Privada,Hispania,PCH LA ESPERANZA,130CI-1404-10605,Por la cual se otorga un permiso para el estudio de recursos naturales,04/25/2014 12:00:00 AM
Cartama,Recursos naturales,CA2-2017-55,Archivado,Jurídica,Privada,Montebello,PCH LA MIEL,160CA-RES1710-5868,Por la cual se adopta una decisión,10/27/2017 12:00:00 AM
Citará,Recursos naturales,CI2-2021-8,Activo,Jurídica,Privada,Betulia,APROVECHAMIENTO DE LA QUEBRADA SAN MATEO,160CI-RES2106-3599,Por la cual se otorga un permiso para el estudio de recursos naturales,06/21/2021 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2009-4,Archivado,Jurídica,Privada,Valdivia,"Permiso de Estudio Quebrada el Oro, Veredas Santana Chorrillos, Morrón o Sevilla y Nevado, cotas 1000 a 250 msnm.",130PZ-1106-1947,Por la cual se niega un permiso,06/28/2011 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2006-2,Archivado,,,Yondó,ESTUDIO DEL COMPONENTE BIÓTICO PARA EIA ÁREA DE PERFORACIÓN EXPLORATORIA JUANES-1 EN YONDÓ,130ZF-3620,Por la cual se adopta una decisión,08/10/2009 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-24,Archivado,Natural,-No aplica-,Jericó,ESTUDIO DEL IMPACTO DE LAS ACTIVIDADES HUMANAS Y DEL TRÁFICO ELEGAL DE PRIMATES EN EL RIESGO D INFECCIÓN POR FIEBRE AMARILLA EN HUMANOS Y PRIMATES COLOMBIANOS,040-1302-17895,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,02/07/2013 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2019-23,Activo,Natural,-No aplica-,Vegachí,PROYECTO HIDROELÉCTRICO EN LA CUENCA DEL RÍO VOLCÁN,160ZF-RES2308-4019,Por la cual se niega un plazo adicional,08/15/2023 12:00:00 AM
Cartama,Recursos naturales,CA2-2010-1,Archivado,Jurídica,Privada,Jericó,MINICENTRAL HIDRELÉCTRICA,130CA-1209-7510,Por la cual se revoca un acto administrativo,09/25/2012 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2009-6,Archivado,Jurídica,Privada,Tarazá,"Permiso de Estudio para el Desarrollo Hidroeléctrico Palmicho Río Puquí, Vereda Puquí, cotas 600 a 175 msnm.",160PZ-RES1711-6759,Por la cual se archiva un expediente,11/29/2017 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2021-7,Activo,Jurídica,Privada,Angostura,PROYECTO DE GENERACIÓN HIDROELÉCTRICA MUNICIPIO DE ANGOSTURA,160TH-RES2107-4070,Por la cual se otorga un permiso para el estudio de recursos naturales,07/08/2021 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2010-2,Archivado,,,Caracolí,PERMISO DE ESTUDIO RIO NARE,130ZF-4109,Por la cual se toma una determinación,08/27/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-6,Archivado,Jurídica,Privada,El Bagre,METODOLOGÍAS PARA LA RECOLECCIÓN DE ESPECÍMENES Y MUESTRAS DE LA BIODIVERSIDAD,160-1511-21490,Por la cual se resuelve un recurso de reposición,11/06/2015 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2013-4,Archivado,Jurídica,Privada,San Andrés De Cuerquia,PERMISO DE ESTUDIO DE RECURSO HÍDRICO PARA APROVECHAMIENTO HIDROLÉCTRICO,130TH-1410-11201,Por la cual se adopta una decisión,10/14/2014 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2016-12,Archivado,Jurídica,Privada,Remedios,ESTUDIO DE IMPACTO AMBIENTAL,,,
Citará,Recursos naturales,CI2-2010-9,Archivado,Natural,-No aplica-,Andes,proyecto hidroeléctrico san pedro,130CI-1309-10085,Por la cual se archiva un expediente,09/30/2013 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-19,Archivado,Jurídica,Privada,Amalfi,DESARROLLO HIDROELÉCTRICO LA CABAÑA,130ZF-4053,Por la cual se niega un permiso de estudio,07/26/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-7,Archivado,Jurídica,Pública,Tarazá,METODOLOGÍAS PARA LA RECOLECCIÓN DE ESPECÍMENES Y MUESTRAS DE LA BIODIVERSIDAD,160-RES2209-5443,Por la cual se archiva un expediente,09/20/2022 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2013-13,Archivado,Jurídica,Privada,Caracolí,GENERACIÓN HIDROELÉCTRICA,130ZF-1403-6430,Por la cual se otorga un permiso para el estudio de recursos naturales,03/25/2014 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-6,Archivado,Jurídica,Privada,Carolina Del Príncipe,PCH,160TH-RES1803-1300,Por la cual se resuelve un recurso de reposición,03/20/2018 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-31,Archivado,Jurídica,Privada,Tarso,ESTUDIO EN DIVERSIDAD BILÓGICA PARA LOS PROGRAMAS DE REPOBLAMIENTO CON INDIVIDUOS DE SABALETA EN EL RIO MULATOS,160-1512-21727,Por la cual se termina anticipadamente un trámite o permiso,12/31/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,SR2-2016-37,Archivado,Jurídica,Privada,Nechí,TRANSPORTE DE MUESTRAS BIOLOGICAS,160-RES1704-1922,Por la cual se acepta un desistimiento tácito,04/20/2017 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2012-1,Archivado,Jurídica,Privada,Tarazá,Recurso Hídrico Río Rayo,130PZ-1306-2517,Por la cual se niega un traspaso,06/07/2013 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-7,Archivado,Jurídica,Pública,Tarazá,METODOLOGÍAS PARA LA RECOLECCIÓN DE ESPECÍMENES Y MUESTRAS DE LA BIODIVERSIDAD,160-1510-21435,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,10/20/2015 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-3,Archivado,Jurídica,Pública,Liborina,PCH JUAN GARCIA,160-1608-22715,"Por la cual se modifica un permiso, concesión o autorización",08/25/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2011-10,Archivado,Natural,-No aplica-,Medellín,ASPECTOS DE LA BIOLOGIA DE LAS ESPECIES DE AVES,160-1607-22558,Por la cual se otorga un plazo adicional,07/19/2016 12:00:00 AM
Citará,Recursos naturales,CI2-2017-12,Archivado,Jurídica,Privada,Andes,PEQUEÑA CENTRAL HIDROELECTRICA SAN JUAN 940-860,160CI-RES1710-5518,Por la cual se otorga un permiso para el estudio de recursos naturales,10/10/2017 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-24,Archivado,Jurídica,Privada,Puerto Berrío,DESARROLLO HIDROELÉCTRICO EL ALTO,130ZF-4052,Por la cual se niega un permiso de estudio,07/26/2010 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-24,Archivado,Jurídica,Privada,Puerto Berrío,DESARROLLO HIDROELÉCTRICO EL ALTO,130ZF-4052,Por la cual se niega un permiso de estudio,07/26/2010 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-24,Archivado,Jurídica,Privada,Puerto Berrío,DESARROLLO HIDROELÉCTRICO EL ALTO,130ZF-4052,Por la cual se niega un permiso de estudio,07/26/2010 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-29,Archivado,,,Ituango,DESARROLLO HIDROELÉCTRICO VIJAGUAL,130TH-8029,Por la cual se niega un permiso,12/16/2010 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2013-2,Activo,Natural,-No aplica-,Donmatías,Estudio de implementación de proyecto de generación de energía,160TH-RES2008-4583,Por la cual se acepta un desistimiento,08/13/2020 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2008-20,Archivado,Jurídica,Privada,Vegachí,PROYECTO HIDROELÉCTRICO EL PESCADO,130ZF-1210-5473,Por la cual se adopta una decisión,10/18/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,HX2-2009-1,Archivado,Jurídica,Pública,Santa Fé De Antioquia,INVESTIGACIÓN CIENTIFICA EN DIVERSIDAD BIOLOGICA/HORMIGAS CORTADORAS DE HOJAS,130HX-4857,Por la cual se otorga un permiso de estudio,07/26/2010 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-36,Activo,Jurídica,Pública,Angostura,PROYECTO HIDROELÉCTRICO PAJARITO,160-1605-22211,Por la cual se otorga un permiso de estudio de investigación cientifica en diversidad biologica,05/17/2016 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-1,Archivado,Natural,-No aplica-,Remedios,HIDROELECTRICA LA ALBANIA,130ZF-1412-6915,Por la cual se traspasa un permiso,12/22/2014 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-1,Archivado,Natural,-No aplica-,Remedios,HIDROELECTRICA LA ALBANIA,130ZF-1412-6915,Por la cual se traspasa un permiso,12/22/2014 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-1,Archivado,Natural,-No aplica-,Remedios,HIDROELECTRICA LA ALBANIA,130ZF-1412-6915,Por la cual se traspasa un permiso,12/22/2014 12:00:00 AM
Citará,Recursos naturales,CI2-2016-1,Archivado,,,Andes,pch san juan,160CI-1603-12731,Por la cual se inadmite una solicitud,03/03/2016 12:00:00 AM
Panzenú,Recursos naturales,PZ2-2009-12,Archivado,Jurídica,Pública,Tarazá,Pequeña Central Hidroeléctrica Río Tarazá,130PZ-1208-2179,Por la cual se adopta una decisión,08/14/2012 12:00:00 AM
Citará,Recursos naturales,CI2-2018-27,Archivado,Jurídica,Privada,Andes,PCH EL LIMON,160CI-RES1901-432,Por la cual se archiva un expediente,01/31/2019 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-6,Archivado,Jurídica,Privada,Carolina Del Príncipe,PCH,160TH-RES1710-5609,Por la cual se otorga un permiso para el estudio de recursos naturales,10/13/2017 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2019-17,Activo,Jurídica,Privada,Campamento,Proyecto Hidroeléctrico El Oso,160TH-RES2107-4343,"Por la cual se modifica un permiso, concesión o autorización",07/22/2021 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-24,Archivado,Jurídica,Pública,Campamento,PROYECTO HIDROELECTRICO TENCHE,160TH-RES1809-5264,Por la cual se termina anticipadamente un trámite o permiso,09/26/2018 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2017-24,Archivado,Jurídica,Pública,Campamento,PROYECTO HIDROELECTRICO TENCHE,160TH-RES1809-5264,Por la cual se termina anticipadamente un trámite o permiso,09/26/2018 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2009-3,Archivado,,,Amalfi,investigación cientifica en diversidad biológica,130ZF-3752,Por la cual se otorga un permiso de estudio,11/19/2009 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-11,Archivado,Jurídica,Privada,Puerto Berrío,PRETRATAMIENTO OXIDANTE DEL MATERIAL AURIFERO PROVENIENTE DE LA MINA LA ARGENTINA MEDIANTE OXIDACION BIOLOGICA DE SULFUROS UTILIZANDO CEPAS DE MICROORGANISMOS ACIDOFILOS,160-1604-22077,Por la cual se acepta un desistimiento tácito,04/14/2016 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-19,Archivado,Jurídica,Privada,Buriticá,"MUESTREO COMPONENTE DE FLOR, FAUNA E HIDROBIOLOGICO PARA LA CARACTERIZACION BIOTICA NECESARIA DENTRO DEL ESTUDIO DE IMPACTO AMBIENTAL PARA EL DESARROLLO DE UN PROYECTO MINERO",160-RES2204-2261,Por la cual se adopta una decisión,04/27/2022 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 3016 - Biodiversidad para estudios ambientales,SR2-2017-21,Activo,Jurídica,Privada,Anorí,ESTUDIO AMABIENTAL,,,
Zenufaná,Recursos naturales,ZF2-2014-12,Archivado,Jurídica,Privada,Puerto Nare,PCH Samana Norte,160ZF-RES1908-4366,Por la cual se archiva un expediente,08/26/2019 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2012-1,Activo,Jurídica,Privada,Titiribí,ESTUDIO DE IMPACTO AMBIENTAL CARBOELECTRICA DE SINIFANA,160-1604-22102,Por la cual se otorga un plazo adicional,04/20/2016 12:00:00 AM
Citará,Recursos naturales,CI2-2016-11,Archivado,Natural,-No aplica-,Betania,PCH,160CI-1609-13195,"Por la cual se modifica un permiso, concesión o autorización",09/19/2016 12:00:00 AM
Zenufaná,Recursos naturales,ZF2-2012-2,Archivado,Natural,-No aplica-,Remedios,PCH RIONEGRITO,130ZF-1311-6245,Por la cual se resuelve un recurso de reposición,11/14/2013 12:00:00 AM
Tahamíes,Recursos naturales,TH2-2008-13,Archivado,Jurídica,Privada,Santa Rosa De Osos,DESARROLLO HIDROELÈCTRICO LA VIOLETA,130TH-1205-9057,Por la cual se otorga un permiso para el estudio de recursos naturales,05/10/2012 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2015-26,Activo,Jurídica,Privada,San Jerónimo,METODOLOGÍA A IMPLMENTAR EN EL ESTUDIO DE IMPACTO AMBIENTAL DE LAS PCHS AURRA Y LA SUCIA EN LOS MUNICIPIOS DE SAN JERÓNIMO Y SAN PEDRO DE LOS MILAGROS,160-RES2308-3961,Por la cual se archiva un expediente,08/11/2023 12:00:00 AM
Subdirección De Sostenibilidad Y Gestión Territorial,Dec. 1376 - Biodiversidad investigación científica,CAD2-2014-22,Archivado,Jurídica,Privada,Gómez Plata,PROYECTO HIDROELÉCTRICO LA BONITA,160-1611-23097,Por la cual se prorroga un permiso,11/11/2016 12:00:00 AM
